7.290238,4.016089,761.6855
7.567358,4.012704,798.2521
7.890347,4.027366,834.0476
8.289114,4.027675,871.9191
8.716857,4.02767,910.4344
9.128125,4.029614,949.5803
9.48712,4.027771,987.8018
9.813849,4.027477,1026.58
10.1318,4.02864,1067.487
10.43678,4.029605,1108.967
10.72772,4.030275,1151.009
10.98834,4.024389,1191.951
11.23495,4.029583,1235.055
11.44942,4.025589,1276.995
11.66743,4.059724,1321.11
11.92511,4.60904,1365.706
12.38715,6.81587,1410.662
12.97425,10.07083,1454.112
13.50912,13.47669,1499.561
13.94853,16.19947,1543.562
14.40805,18.34958,1589.749
14.90274,19.7505,1636.427
15.44512,20.74269,1681.86
16.20435,22.12933,1729.687
17.23501,23.55264,1778.174
18.41068,24.37151,1825.469
19.74315,24.66399,1875.471
21.10201,24.82211,1924.366
22.54963,25.21609,1976.152
23.95674,25.70853,2028.897
25.21848,26.19248,2080.507
26.36075,26.88624,2135.097
27.23292,27.8903,2188.441
27.87539,29.32313,2244.773
28.24391,31.32701,2299.71
28.45993,35.23753,2357.502
28.83661,42.48219,2415.593
29.81005,53.09829,2471.289
31.73754,67.54832,2528.713
34.93696,84.32695,2583.204
40.43775,104.4315,2638.841
48.87483,126.0299,2693.485
60.28708,147.0425,2745.209
75.86918,168.0783,2798.292
93.84274,187.146,2851.336
114.2347,204.1715,2901.693
138.6516,222.6203,2952.444
164.0394,242.8541,3002.006
188.1806,264.5357,3051.467
208.7155,285.7115,3099.947
226.4149,306.7125,3152.05
238.9361,325.3986,3203.97
246.2884,342.5901,3257.388
248.5759,358.8909,3313.98
245.6587,373.0333,3368.918
237.117,386.2101,3426.088
222.9928,398.0895,3482.726
203.935,409.4261,3538.369
181.7229,420.7984,3590.612
154.6915,433.9547,3643.088
124.3217,448.8332,3693.474
93.3707,464.8214,3740.449
60.87313,483.1888,3788.548
30.58723,502.2953,3834.853
1.175646,522.7733,3883.988
-25.43954,542.3328,3934.974
-48.46338,558.5661,3986.156
-71.02343,571.1862,4041.306
-93.22463,578.3284,4095.388
-118.8977,580.6595,4151.597
-148.1292,579.6765,4206.994
-179.1301,577.7761,4259.573
-213.0578,576.6702,4314.246
-245.4009,576.9125,4367.874
-276.856,577.2968,4425.729
-304.0206,575.6063,4483.691
-328.4385,569.567,4543.457
-352.4462,556.8643,4606.339
-377.499,537.1537,4668.471
-404.8496,512.8524,4726.517
-438.1615,484.4289,4784.934
-478.2286,455.6423,4841.008
-523.2679,430.1761,4892.976
-573.3436,408.4597,4943.939
-626.9258,391.5872,4994.909
-684.524,379.8787,5049.081
-743.2415,375.1399,5104.294
-804.4627,377.3574,5157.749
-866.7778,383.8938,5205.129
-933.0792,392.6749,5246.807
-1006.305,402.0088,5282.953
-1083.322,409.9711,5311.315
-1163.499,415.4029,5331.183
-1242.514,418.8173,5343.268
-1322.568,422.6254,5349.751
-1406.286,429.2557,5351.583
-1486.88,437.5648,5353.057
-1567.61,445.3133,5357.978
-1651.933,448.3775,5366.502
-1733.58,444.6216,5373.459
-1819.27,437.609,5376.091
-1905.794,431.3931,5376.961
-1989.572,425.6593,5380.439
-2073.427,416.0552,5387.264
-2160.512,399.466,5393.824
-2244.695,379.9,5396.115
-2333.648,361.1039,5394.162
-2421.005,351.3631,5386.704
-2512.345,350.3485,5373.684
-2602.401,357.6363,5353.696
-2688.828,369.7132,5322.78
-2767.167,380.8689,5281.889
-2843.359,391.1946,5229.989
-2912.575,403.0749,5174.884
-2975.625,420.1522,5114.075
-3034.74,442.3138,5046.273
-3084.932,467.3611,4977.416
-3130.196,496.6415,4902.886
-3166.675,527.5789,4829.025
-3195.986,560.8463,4753.609
-3217.978,596.0886,4677.273
-3232.888,634.4398,4597.541
-3239.642,672.4664,4521.15
-3238.909,711.2244,4445.612
-3230.348,751.8539,4368.544
-3214.875,790.9088,4296.43
-3194.168,829.7968,4226.351
-3171.041,869.431,4158.33
-3146.114,912.6743,4090.069
-3122.584,954.797,4025.596
-3099.05,996.8508,3958.165
-3075.511,1036.576,3890.28
-3052.655,1072.542,3824.631
-3028.821,1107.049,3755.612
-3005.548,1137.686,3688.767
-2980.911,1167.015,3618.811
-2956.5,1192.773,3551.22
-2931.378,1216.419,3483.417
-2904.706,1238.824,3412.592
-2877.978,1257.921,3340.968
-2852.021,1273.406,3271.508
-2825.757,1286.944,3201.669
-2798.304,1297.7,3128.405
-2770.206,1305.181,3054.713
-2742.483,1310.885,2983.592
-2714.132,1314.332,2908.913
-2685.751,1313.972,2833.655
-2657.663,1310.227,2761.029
-2629.47,1304.077,2687.92
-2600.198,1295.599,2611.276
-2571.799,1285.785,2537.031
-2543.299,1274.189,2462.228
-2513.555,1260.26,2383.836
-2484.582,1245.109,2307.958
-2455.274,1228.469,2231.526
-2424.604,1210.104,2151.281
-2393.451,1190.837,2070.312
-2363.113,1172.845,1991.437
-2331.772,1155.672,1907.985
-2300.36,1139.357,1823.398
-2270.266,1124.673,1740.964
-2240.328,1111.024,1657.494
-2209.153,1098.002,1569.7
-2179.27,1086.424,1484.382
-2149.469,1074.798,1398.359
-2118.44,1062.99,1308.143
-2088.706,1051.882,1220.662
-2057.985,1040.312,1128.938
-2027.519,1028.997,1036.409
-1998.717,1018.36,946.6332
-1970.425,1007.963,856.0732
-1941.586,997.4239,761.0717
-1914.368,987.8414,668.9475
-1887.463,978.6501,576.1591
-1860.486,967.9904,483.0263
-1833.464,954.7191,389.6479
-1806.852,938.5948,295.9873
-1778.798,917.9664,198.6542
-1751.85,894.8689,104.9739
-1725.069,868.4359,11.27981
-1697.674,838.6738,-82.22394
-1669.299,804.4073,-179.4682
-1641.936,768.4169,-272.9484
-1613.31,728.3277,-370.3028
-1585.879,687.6311,-464.2547
-1557.25,643.4151,-562.4261
-1529.84,599.4163,-657.4612
-1502.547,554.4268,-753.3426
-1474.341,506.5279,-853.9283
-1447.839,461.3344,-952.474
-1422.748,419.8169,-1054.126
-1400.125,381.7525,-1158.683
-1381.214,345.0327,-1270.25
-1369.973,313.155,-1380.326
-1367.144,283.64,-1497.064
-1373.753,256.8218,-1610.16
-1390.341,230.7905,-1722.99
-1417.21,206.639,-1839.741
-1447.902,187.9744,-1952.093
-1477.619,174.0951,-2065.705
-1499.443,164.0685,-2181.662
-1507.9,161.1974,-2299.843
-1503.241,168.2883,-2422.708
-1485.775,184.0972,-2538.49
-1456.719,206.873,-2650.341
-1420.283,232.6385,-2763.857
-1379.365,259.3677,-2869.867
-1333.171,287.5693,-2972.64
-1281.953,317.277,-3071.8
-1223.974,349.2222,-3170.887
-1164.429,379.8453,-3262.486
-1099.619,408.19,-3349.558
-1029.649,429.7563,-3432.83
-954.0219,441.2905,-3511.284
-870.3355,442.0827,-3586.786
-785.8887,432.3763,-3652.178
-697.8622,414.8724,-3709.061
-606.3074,393.1778,-3756.174
-511.6656,370.9048,-3793.562
-414.3973,350.1174,-3820.637
-311.3517,330.8622,-3836.409
-211.899,314.8524,-3838.877
-113.7428,301.2971,-3829.108
-14.71293,289.6471,-3806.51
76.16612,280.5522,-3773.774
161.557,272.8676,-3731.176
243.3786,264.4294,-3677.535
314.3087,254.3413,-3617.96
378.9668,241.2743,-3548.647
431.7972,226.1939,-3476.177
475.2606,209.7351,-3399.134
510.4135,194.456,-3318.763
537.9969,182.3374,-3236.031
558.4626,173.2853,-3148.422
569.6559,167.4188,-3063.57
572.3214,163.4462,-2979.102
566.5122,160.7004,-2895.952
552.4601,158.5787,-2814.997
530.6089,156.3986,-2737.031
500.6223,153.1416,-2659.68
465.7883,148.5659,-2589.222
426.1328,142.8063,-2522.622
380.5707,136.4394,-2457.397
332.631,130.8912,-2395.132
284.5497,124.4402,-2334.33
238.7505,116.4631,-2276.87
193.9424,108.7544,-2219.667
150.7753,101.7072,-2162.154
109.7887,95.02138,-2104.055
72.78513,90.20505,-2040.958
44.51704,86.69272,-1977.491
21.9558,82.93288,-1912.741
4.901851,78.83284,-1844.494
-4.580592,75.12505,-1778.38
-9.617958,71.86339,-1712.592
-13.04684,68.2102,-1644.951
-15.62674,64.06219,-1578.151
-17.5585,59.33225,-1514.723
-19.21227,53.306,-1452.109
-20.51994,47.19622,-1387.665
-21.2878,42.45863,-1326.274
-21.78767,36.91335,-1265.615
-22.10259,29.44384,-1203.362
-21.8371,22.17825,-1141.681
-21.13307,16.09449,-1082.859
-20.02691,11.06239,-1022.212
-18.66887,8.218293,-964.4224
-17.1957,5.784927,-907.2896
-15.63769,3.659582,-850.96
-13.98603,4.457221,-793.3067
-12.42075,6.034757,-738.6835
-10.95611,7.989025,-684.8723
-9.521705,9.637724,-629.7377
-8.079461,10.29896,-577.4788
-6.576015,9.785713,-525.9155
-5.099858,8.083288,-475.0009
-3.653882,5.599912,-424.684
-2.214934,3.668015,-374.9982
-0.7865756,3.997771,-324.9715
0.2824259,3.916328,-278.3163
0.8954245,4.218414,-232.888
1.302549,4.365295,-188.0393
1.61547,4.069402,-141.9875
1.950549,3.81095,-98.7139
1.991238,3.975965,-56.97303
1.545429,4.046146,-14.81079
1.042125,4.04827,25.03302
0.799188,3.991541,64.04055
1.077041,3.926631,103.2665
1.516919,4.028344,139.6517
1.793395,4.020646,175.0492
1.829572,4.011198,209.476
1.726077,3.943949,242.7853
1.584676,3.916042,276.1029
1.41926,3.983258,306.8607
1.182252,3.980902,336.4781
0.8310869,3.957608,366.0896
0.3816247,3.920714,393.3893
-0.1729205,3.915501,419.5101
-0.8205639,3.922228,444.4649
-1.552106,3.926095,468.281
-2.365061,3.93205,490.9859
-3.299278,3.938048,513.4525
-4.285028,3.942565,533.9807
-5.386088,3.950654,553.4801
-6.888417,3.89007,571.9581
-9.270415,3.863678,589.9986
-12.66563,3.884484,606.1273
-17.22363,3.90078,620.93
-22.82904,3.894993,634.2943
-29.56763,3.861662,646.5975
-36.66322,3.86102,656.9009
-44.3889,3.86045,666.1992
-52.10624,3.862788,674.3341
-60.43525,3.919867,682.4397
-68.57403,3.922286,690.0546
-76.7262,3.870398,697.6257
-85.18076,3.918314,705.4956
-93.28893,3.885927,713.0569
-101.6912,3.837771,720.9041
-109.7334,3.872721,728.456
-118.0547,3.844866,736.3094
-125.9989,3.86182,743.8437
-133.8468,3.944298,751.2878
-140.9671,3.878619,757.9092
-147.5552,3.923688,763.8687
-153.894,3.932106,769.4266
-159.4434,3.911767,774.2379
-164.6031,3.920326,778.6882
-169.0026,3.925761,782.445
-173.0108,3.915757,785.8219
-176.3077,3.917149,788.5667
-179.1551,3.922828,790.9163
-181.4236,3.916048,792.7753
-183.0558,3.918416,794.1051
-184.3266,3.888371,795.1321
-185.6608,3.802487,796.2075
-187.2405,3.827195,797.4831
-189.192,3.795023,799.049
-191.4197,3.844962,800.8182
-194.1112,3.865823,802.9474
-197.1651,3.830297,805.3786
-200.4171,3.829539,807.9872
-203.9628,3.819363,810.8375
-207.9236,3.840955,814.0128
-212.1307,3.856488,817.3782
-216.3707,3.842716,820.7783
